0,1,2
38.749,552.805,-151.895
37.656,333.38800000000003,-66.31
74.991,287.691,17.633
78.041,313.613,135.841
76.184,495.449,88.23700000000001
66.491,224.543,86.43700000000001
86.825,345.42199999999997,121.175
24.789,316.677,-37.436
76.292,242.447,148.437
128.995,291.95799999999997,54.371
65.293,329.051,109.46
29.049,67.998,108.165
28.543000000000003,342.056,49.358000000000004
144.131,418.00199999999995,92.485
33.449,520.363,-77.693
53.076,470.291,103.195
44.705,317.14799999999997,85.514
50.085,529.866,-74.19
41.59,325.43,85.53200000000001
146.379,477.211,60.568999999999996
79.12899999999999,347.124,128.361
63.501000000000005,208.762,97.537
107.304,424.39599999999996,124.787
-16.805,88.141,68.517
11.807,479.20099999999996,61.358000000000004
101.146,491.341,60.08
102.81299999999999,191.312,69.709
100.26299999999999,318.209,95.961
82.505,277.221,128.197
99.781,370.159,129.134
65.165,393.668,130.236
134.537,376.51,96.42399999999999
110.721,176.705,27.465999999999998
59.276,316.0,107.835
85.421,271.376,-158.085
162.83100000000002,109.20100000000001,30.029
-21.748,97.335,43.265
66.137,219.53900000000002,118.47200000000001
123.226,294.276,-41.562
78.7,283.084,32.051
76.643,548.941,35.58
78.407,323.738,119.86
85.3,312.272,102.22200000000001
85.23200000000001,209.635,88.62299999999999
44.018,234.92700000000002,137.817
57.772,203.782,128.5
38.809,313.263,92.163
47.328,318.948,94.574
116.529,336.18699999999995,12.255999999999998
51.303000000000004,323.08,-33.354
80.03699999999999,288.88,23.070999999999998
114.24799999999999,497.124,13.850999999999999
40.26,310.166,-41.111999999999995
83.743,360.80400000000003,123.79899999999999
85.611,241.248,92.81299999999999
113.244,303.409,36.426
136.049,328.19199999999995,80.44
46.198,535.663,-84.34299999999999
74.096,524.447,68.141
9.711,331.523,93.992
17.02,432.506,93.926
99.93700000000001,472.159,-168.967
103.852,266.404,-151.391
126.08200000000001,508.366,35.905
108.242,170.447,31.07
82.602,236.828,103.727
30.892,518.355,-31.923000000000002
107.479,333.711,105.00399999999999
38.635999999999996,519.71,-81.99600000000001
113.721,287.45099999999996,44.648
110.14200000000001,262.841,-148.79
88.556,190.47400000000002,50.792
11.375,393.413,51.023999999999994
21.139,441.034,96.539
67.91199999999999,317.945,101.309
135.196,436.814,100.40799999999999
104.5,490.42199999999997,-142.343
53.431999999999995,318.932,-80.458
42.43600000000001,303.048,73.211
78.752,449.337,99.185
37.873000000000005,391.704,128.155
80.241,390.999,123.911
72.988,320.378,-5.8389999999999995
98.375,347.059,119.91799999999999
81.056,458.625,97.213
38.014,554.384,-153.38
108.97399999999999,318.478,70.22
106.955,319.008,110.57600000000001
75.469,420.673,130.41899999999998
92.559,301.911,97.84299999999999
28.124000000000002,447.851,98.027
112.37,250.83599999999998,-166.298
54.091,547.686,-157.803
114.786,268.212,-157.374
49.00899999999999,311.66900000000004,106.96
65.18,478.35,101.13600000000001
107.39200000000001,456.501,106.399
36.035,501.722,35.412
68.081,371.952,132.86
38.169000000000004,294.744,109.949
111.82799999999999,342.2,9.413
85.758,310.98400000000004,99.54700000000001
84.89399999999999,243.62400000000002,161.035
47.121,357.517,124.448
29.634,525.841,-66.048
97.765,446.091,118.096
99.527,305.76,45.199
107.196,334.80300000000005,103.476
124.963,285.79,19.070999999999998
79.604,280.921,120.052
52.38,339.278,-150.194
109.671,496.945,-148.084
74.209,530.706,57.35
41.023,319.388,-113.31
72.857,349.792,110.833
102.88,311.32599999999996,79.572
35.888000000000005,545.8530000000001,-140.906
63.637,225.308,130.366
120.727,494.175,52.498000000000005
129.659,505.96,26.116999999999997
114.48,491.346,47.56100000000001
101.40100000000001,234.878,116.463
44.968,312.242,102.77600000000001
126.571,425.899,113.48899999999999
27.869,427.29,111.809
111.738,324.275,31.285999999999998
82.876,330.425,-3.031
119.059,500.25800000000004,-115.2
73.047,282.697,30.816
107.634,354.33099999999996,125.45299999999999
144.097,430.559,91.53200000000001
110.723,260.562,-153.07299999999998
147.099,411.79,73.96300000000001
95.787,213.704,137.861
75.994,279.442,120.559
33.676,334.866,79.98
85.056,430.241,122.686
35.097,552.139,-135.944
84.537,518.438,65.62899999999999
61.144,303.176,86.486
17.456,446.629,86.37799999999999
52.66,345.49699999999996,120.575
154.921,88.238,58.925
98.04799999999999,271.437,-147.346
97.89299999999999,326.514,0.848
122.189,367.148,111.59899999999999
61.89,246.438,72.176
89.652,338.134,119.693
46.472,324.247,-29.414
79.34,251.08599999999998,-171.051
50.976000000000006,332.99800000000005,-123.706
43.328,326.966,-46.43899999999999
110.009,322.905,24.11
51.663000000000004,403.166,131.685
101.295,311.085,84.195
60.515,323.462,0.20199999999999999
54.248999999999995,502.68699999999995,34.988
134.275,361.57300000000004,35.552
107.05799999999999,326.377,98.075
49.601000000000006,308.903,113.671
70.243,431.091,113.195
66.181,377.62800000000004,130.138
50.89,317.906,-78.26
77.315,363.046,139.001
89.161,492.98400000000004,40.124
24.224,448.67,92.413
70.51899999999999,239.03,78.5
145.02,146.83100000000002,17.528
114.37299999999999,275.753,-109.238
71.961,551.0740000000001,16.407
103.682,263.467,-156.42700000000002
82.81200000000001,415.837,128.289
62.077,243.328,118.214
70.869,294.936,112.475
80.497,433.73199999999997,120.514
123.654,473.92699999999996,-166.101
110.1,324.533,11.12
113.381,502.43,-15.023
44.972,322.95,16.581
59.044,251.326,118.443
30.414,322.116,-39.698
106.28,337.94,8.248
110.499,268.5,-112.04
67.688,463.728,96.225
82.685,365.74199999999996,120.855
108.947,186.11,48.938
98.84700000000001,329.639,108.156
75.833,407.139,143.655
63.902,327.092,112.163
39.606,303.454,24.776999999999997
118.848,487.15,-140.02700000000002
75.051,183.422,66.014
86.486,288.633,40.819
110.243,502.89,-61.202
90.42399999999999,244.236,72.014
77.07300000000001,455.724,113.71600000000001
84.139,403.293,125.152
92.294,321.055,4.742
121.539,501.425,-84.838
114.764,333.944,87.749
23.855999999999998,64.49,97.913
102.655,499.517,-66.142
76.95,556.2280000000001,16.828
76.874,218.498,85.292
75.206,284.932,44.934
66.899,291.117,32.098
86.618,237.66,75.658
-7.037999999999999,67.185,79.601
45.826,556.193,-136.976
114.17299999999999,286.513,-89.021
67.586,367.81199999999995,132.43
16.289,300.757,47.826
118.425,491.369,-37.385
86.751,253.672,135.33700000000002
105.85,236.28599999999997,112.25399999999999
20.686,439.236,94.948
75.866,374.67,115.098
66.539,382.375,127.896
108.072,259.98400000000004,-163.54
76.208,223.632,78.143
76.982,513.195,78.939
120.556,336.185,18.929000000000002
23.686,448.51800000000003,92.041
50.071000000000005,531.7919999999999,-166.794
81.425,506.963,79.319
29.410999999999998,449.634,98.98899999999999
117.82700000000001,336.621,20.719
73.454,375.86199999999997,115.414
71.62899999999999,423.99199999999996,117.461
27.491999999999997,352.95,80.436
94.44,500.314,44.551
137.1,368.43300000000005,43.285
81.817,407.85,123.61399999999999
14.745,155.016,23.351
34.568000000000005,538.9,-88.51
33.429,527.13,-72.003
104.04,264.823,-107.272
35.783,294.395,107.79
72.732,279.66,120.49600000000001
123.456,292.60900000000004,85.191
55.138999999999996,307.853,96.226
77.589,206.493,86.529
74.203,555.023,-21.583000000000002
132.512,305.357,87.941
31.638,543.581,-155.681
49.65,540.952,-163.155
110.921,474.19,-156.691
74.253,454.61,113.382
12.142000000000001,395.724,54.126999999999995
93.603,197.37900000000002,117.70299999999999
50.613,523.316,-67.043
99.197,211.43,108.96600000000001
96.45200000000001,313.027,10.706
39.001999999999995,319.47700000000003,115.98899999999999
64.973,261.937,115.009
22.715999999999998,360.295,65.483
40.088,523.096,-66.78
61.782,319.73900000000003,3.3789999999999996
48.511,496.20599999999996,24.932
58.133,328.98800000000006,109.46799999999999
87.661,203.74599999999998,125.39399999999999
70.846,293.17400000000004,102.85600000000001
95.70299999999999,251.53400000000002,151.401
49.637,338.724,-147.33700000000002
37.038000000000004,474.189,91.506
100.975,239.605,162.153
24.449,482.079,77.102
125.959,405.496,122.671
114.419,451.69199999999995,105.13799999999999
109.436,263.518,-160.248
129.414,447.596,99.12799999999999
30.77,407.00199999999995,122.82600000000001
104.397,244.4,83.01299999999999
83.493,314.19,104.88600000000001
13.488,379.19,73.867
82.464,333.54,116.574
100.81,328.384,128.961
56.611999999999995,216.33900000000003,134.503
19.377,386.846,105.12700000000001
74.688,279.128,98.156
82.89299999999999,333.23900000000003,117.323
81.87899999999999,352.57800000000003,116.682
48.746,533.514,-92.391
50.317,315.91200000000003,-61.617
75.54,555.724,-22.535
80.722,212.02700000000002,142.822
58.583999999999996,456.685,112.512
84.95200000000001,281.709,97.016
135.67,491.216,53.963
76.367,198.395,65.97
127.85,481.88199999999995,-171.248
88.255,323.251,104.462
67.642,319.147,-3.812
73.816,258.009,112.336
20.66,478.13599999999997,47.465
45.52,215.063,113.773
69.774,262.622,117.999
108.244,282.107,-134.782
114.51100000000001,273.165,-159.141
70.387,239.44799999999998,111.70700000000001
77.37,549.5459999999999,13.523
79.98100000000001,353.529,138.22299999999998
70.508,376.19,126.936
123.82799999999999,296.656,-8.666
29.160999999999998,311.33799999999997,48.208
94.762,251.391,116.764
123.406,295.813,9.488999999999999
67.077,386.35699999999997,128.542
71.406,234.234,78.71600000000001
26.928,309.572,-32.43
78.992,276.356,100.852
101.845,238.72799999999998,105.302
88.01100000000001,278.834,-131.825
48.633,314.517,-55.167
47.358999999999995,328.499,-139.416
120.859,478.155,90.545
78.797,336.334,131.934
73.778,260.94,123.74
106.87899999999999,328.71,124.50200000000001
17.775,332.509,98.73200000000001
84.176,222.956,74.03
78.986,210.50900000000001,86.156
76.604,405.355,139.519
35.04,172.921,31.664
39.382,304.79,-4.962
69.813,525.7130000000001,57.544
101.954,245.31799999999998,157.69899999999998
75.42399999999999,182.672,58.87
37.043,313.668,-49.865
42.218,346.653,8.368
13.152000000000001,384.037,46.76
47.86,525.102,-53.46
61.6,336.793,-148.487
78.27600000000001,297.895,127.00399999999999
34.607,288.44599999999997,22.28
96.73,209.324,93.696
95.34700000000001,408.30800000000005,128.471
75.845,555.913,17.32
36.254,314.115,93.40799999999999
60.166000000000004,216.28799999999998,139.685
63.387,225.238,138.941
142.013,65.515,90.501
34.639,342.835,84.838
98.666,252.16,94.339
47.943999999999996,497.26199999999994,55.988
51.076,242.333,119.456
38.781,293.779,94.54
53.3,414.028,131.67700000000002
17.108,395.18300000000005,106.56700000000001
47.441,172.868,43.302
56.656000000000006,488.144,77.42699999999999
145.833,410.207,84.58200000000001
31.143,375.348,115.441
122.117,290.42,67.956
73.811,338.49199999999996,-10.809000000000001
69.71,370.84,123.06700000000001
114.197,318.96,94.09700000000001
100.171,341.194,116.04
76.083,452.69699999999995,121.213
36.717,537.614,-95.963
41.023999999999994,542.998,-158.607
145.24,396.83099999999996,74.555
57.236999999999995,210.271,121.779
7.292999999999999,131.214,15.845999999999998
22.885,301.263,90.916
53.836999999999996,434.24300000000005,124.851
89.86,265.494,-150.43
84.23,435.702,125.4
100.506,309.704,85.751
62.449,250.731,116.55
65.047,368.194,125.988
136.404,408.531,106.64299999999999
90.852,523.195,37.67
131.536,363.716,25.293000000000003
98.319,491.064,53.034
34.899,334.606,16.281
91.512,443.384,119.164
113.765,331.79900000000004,125.12899999999999
70.982,234.83,78.50399999999999
41.383,489.24300000000005,41.788000000000004
133.588,65.34100000000001,90.988
118.959,484.017,-71.29
16.927,293.35,52.69
70.461,457.51099999999997,109.83
116.99700000000001,298.73400000000004,-68.096
50.816,339.282,5.377999999999999
39.900999999999996,312.059,-0.001
66.001,261.186,113.331
17.271,369.624,77.485
75.391,329.78,102.48299999999999
107.73899999999999,320.735,135.205
35.881,509.774,-73.71300000000001
18.674,441.251,92.74799999999999
132.285,376.092,100.405
104.574,458.66900000000004,106.771
92.45,358.43300000000005,125.988
10.475,400.065,57.65
79.283,322.899,97.62700000000001
80.045,198.201,70.009
98.195,180.93400000000003,57.313
121.163,489.336,-162.296
84.163,242.505,98.79299999999999
109.242,500.289,16.113
15.520999999999999,369.754,58.94
112.17200000000001,297.325,-6.245
41.305,331.84,10.525
32.483000000000004,296.193,6.349
75.558,426.815,137.004
101.25200000000001,308.987,82.205
17.926,375.985,34.369
133.27700000000002,378.415,100.853
84.015,216.549,85.647
112.564,404.939,129.494
78.291,528.472,53.725
86.80799999999999,269.025,110.066
30.618000000000002,457.921,90.499
119.456,479.51800000000003,-158.41
99.46,320.488,112.73
98.36200000000001,249.437,-169.605
12.552999999999999,400.676,56.942
31.851999999999997,365.958,110.697
16.834,371.73699999999997,44.769
30.636,335.26800000000003,-52.394
37.257,293.221,107.85799999999999
18.405,369.681,76.307
20.284000000000002,289.899,40.078
78.528,398.286,115.368
43.793,324.142,24.662
71.818,365.171,114.345
63.071000000000005,196.48,93.529
150.378,134.584,32.639
47.681999999999995,552.484,-148.156
90.685,218.345,68.62
100.915,310.955,10.890999999999998
77.387,418.413,111.25200000000001
34.909,310.83,79.442
82.07,297.856,105.85799999999999
42.602,443.335,113.279
22.941999999999997,431.022,105.594
69.888,479.791,96.542
33.738,284.627,69.475
80.021,345.332,135.173
69.285,460.569,108.84
71.62,279.078,119.45299999999999
52.55,328.509,-155.75
140.377,388.566,83.094
106.73,235.662,112.90700000000001
103.17299999999999,487.87300000000005,77.796
71.471,217.3,129.961
78.384,410.781,131.204
50.87,548.6759999999999,-140.18
98.33,310.149,81.991
112.34700000000001,457.37,102.31200000000001
114.838,328.73699999999997,72.419
121.125,335.755,80.26899999999999
73.844,215.511,79.359
35.814,340.56,-129.266
89.525,319.482,99.33200000000001
79.86399999999999,272.733,-165.267
75.331,554.089,-41.038000000000004
73.183,391.416,118.412
133.929,362.805,57.038999999999994
30.439,343.50800000000004,38.793
130.358,487.055,80.556
60.672,299.66900000000004,26.986
22.166,300.731,91.42
66.18,223.77200000000002,62.29
38.954,307.80400000000003,36.37
74.66199999999999,554.381,8.439
121.012,172.79,24.383000000000003
144.05,428.214,91.84299999999999
128.072,348.541,76.63600000000001
41.413999999999994,319.145,-60.287
121.59299999999999,314.241,74.835
25.609,351.00300000000004,42.38399999999999
90.97200000000001,322.943,104.34299999999999
89.486,516.93,38.391999999999996
97.26299999999999,351.566,124.212
98.397,382.869,135.026
78.015,279.556,29.814
57.375,380.045,130.77100000000002
87.37100000000001,512.443,71.024
64.73,481.54699999999997,102.728
69.67399999999999,447.43699999999995,117.476
116.766,492.034,-72.925
102.773,402.20300000000003,130.51
70.815,284.278,108.079
45.243,325.078,80.321
25.408,508.37800000000004,20.744
123.109,482.955,-161.429
36.46,330.091,-142.921
44.453,338.13800000000003,-135.657
127.86399999999999,349.69800000000004,86.21600000000001
116.59700000000001,327.07,71.709
72.847,472.671,107.508
112.991,295.07099999999997,8.748
64.262,238.89700000000002,65.26100000000001
67.83800000000001,277.988,104.21600000000001
109.20299999999999,284.123,-53.702
66.704,298.478,17.624000000000002
51.233000000000004,200.768,113.18799999999999
14.62,371.849,56.09
93.229,212.549,89.684
69.857,311.829,112.271
83.219,488.402,81.525
119.67399999999999,426.176,120.17299999999999
90.56,309.108,94.706
108.89,287.085,-87.581
9.889,409.853,76.051
50.981,532.206,-169.787
75.438,391.149,117.86200000000001
82.685,282.887,103.473
17.704,156.35299999999998,25.47
74.082,465.783,112.354
12.662,420.42,86.531
48.784,297.594,120.089
79.436,363.874,149.708
53.373999999999995,338.14599999999996,115.48299999999999
106.60799999999999,432.634,121.76700000000001
76.092,337.98400000000004,138.495
77.816,260.649,123.478
79.68,350.286,142.933
117.337,316.241,85.516
84.95,397.81300000000005,130.60299999999998
128.296,369.42900000000003,100.118
41.982,503.534,-0.191
52.346000000000004,299.034,127.094
70.185,389.54,125.679
75.428,346.486,129.958
75.568,347.06800000000004,132.882
87.03399999999999,254.178,116.46700000000001
80.044,358.089,143.549
72.872,230.472,81.831
56.488,321.357,7.191
80.027,494.36800000000005,87.65
28.424,336.26300000000003,56.751000000000005
127.694,348.97900000000004,70.953
136.246,369.23699999999997,46.995
91.04700000000001,229.72099999999998,169.15599999999998
86.51799999999999,273.827,-116.553
95.00200000000001,212.264,90.852
46.483999999999995,537.274,-167.695
24.108,314.939,-35.312
131.111,361.603,83.315
70.63600000000001,451.23199999999997,114.766
75.714,554.0419999999999,-35.135999999999996
52.93,338.92,-141.929
133.72799999999998,361.75199999999995,77.944
96.936,236.829,85.14200000000001
48.998000000000005,542.97,-146.502
84.07600000000001,377.467,132.76
85.954,216.389,132.466
84.73899999999999,487.92199999999997,102.434
119.94200000000001,348.17699999999996,99.99799999999999
33.355,339.416,-158.847
56.025,340.05300000000005,-131.019
154.891,112.87899999999999,40.821999999999996
35.076,539.592,-166.132
62.658,243.78599999999997,160.841
66.84100000000001,352.741,121.322
116.90899999999999,485.754,-146.888
111.40700000000001,485.79,-158.137
60.342,252.988,149.001
91.44200000000001,180.986,54.24100000000001
77.58,374.972,136.067
65.03399999999999,298.812,87.061
116.816,326.876,40.864000000000004
76.685,216.96200000000002,65.447
14.814,62.207,95.786
63.65,352.955,124.195
86.225,287.514,106.406
34.23,321.334,-41.803000000000004
99.749,497.653,38.977
68.113,240.187,113.40899999999999
8.029,478.034,54.583
35.047,311.122,76.82
58.996,334.514,-145.56
23.430999999999997,376.843,105.885
75.533,436.477,104.70700000000001
25.741999999999997,353.654,68.699
37.912,326.621,41.63399999999999
36.312,416.467,124.65100000000001
26.627,364.26199999999994,93.167
60.516000000000005,334.80699999999996,-119.93
84.37799999999999,332.245,107.79299999999999
68.44800000000001,295.118,108.055
36.444,323.66200000000003,114.824
33.675,307.508,-18.003
65.953,409.939,124.685
15.625,371.259,40.381
109.473,318.15,66.955
112.329,281.655,32.503
14.245,386.449,44.428000000000004
37.159,345.41,98.219
77.542,203.99400000000003,82.25
132.119,289.546,-19.832
113.257,326.006,129.253
25.535,439.649,104.72399999999999
82.45200000000001,228.172,166.085
99.165,224.50599999999997,149.862
69.425,336.809,111.78299999999999
75.016,252.859,115.24600000000001
98.863,240.36599999999999,98.65899999999999
122.176,343.04,13.302999999999999
40.41,383.519,128.877
55.075,338.06199999999995,0.5720000000000001
97.01299999999999,361.531,129.128
117.7,266.557,-171.04
34.961999999999996,351.73699999999997,13.263
1.3530000000000002,118.329,24.9
114.264,434.87,119.777
92.46600000000001,276.633,-136.42600000000002
81.656,382.727,124.17399999999999
54.891000000000005,440.139,123.788
80.107,382.875,125.13600000000001
89.665,197.28099999999998,56.18899999999999
76.078,539.925,47.795
74.532,427.031,108.35
105.196,483.76300000000003,-141.54399999999998
37.873000000000005,299.855,73.387
75.544,357.69300000000004,135.999
69.318,465.542,107.12799999999999
50.965,326.76099999999997,-167.266
31.396,311.725,72.311
75.889,522.4209999999999,73.273
117.37299999999999,327.132,43.596000000000004
27.081999999999997,147.875,25.781
12.738,383.148,55.02
101.95299999999999,212.886,105.625
71.468,303.319,111.55799999999999
72.846,526.335,28.689
102.15700000000001,467.16900000000004,-167.39
81.72800000000001,273.949,-162.15
36.728,532.519,-80.307
11.947000000000001,329.834,97.851
33.944,331.86699999999996,29.921999999999997
78.743,407.87,114.85600000000001
79.92699999999999,194.66400000000002,66.455
77.22399999999999,423.19300000000004,111.06200000000001
101.652,330.18800000000005,106.194
74.19800000000001,317.907,119.695
75.637,215.044,116.51799999999999
38.579,328.26300000000003,48.13399999999999
69.71600000000001,423.416,117.525
111.325,504.60400000000004,-62.268
101.499,231.65200000000002,82.61
67.27199999999999,381.542,132.89700000000002
114.86,327.13,60.12
65.57600000000001,443.33099999999996,118.49700000000001
63.552,509.523,68.59899999999999
138.009,436.43,95.15899999999999
80.36,211.391,53.676
115.838,321.372,91.61200000000001
83.395,429.139,128.441
118.137,489.63800000000003,-133.08100000000002
62.956,341.055,-151.776
97.705,482.27099999999996,-161.51
102.833,240.25400000000002,106.74799999999999
53.571000000000005,489.31800000000004,50.247
69.935,327.635,103.244
22.491,440.695,98.87799999999999
82.51100000000001,496.981,79.91
46.945,460.036,102.891
76.941,379.533,134.661
115.244,373.34,124.55799999999999
59.225,307.444,101.367
15.479000000000001,420.775,94.461
82.689,256.39799999999997,114.955
55.325,305.365,38.13
33.296,291.254,81.014
40.708,292.88,38.884
